0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:19:58 +0700] "GET /JSP-Servlet/products?lang=ja HTTP/1.1" 200 27003
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:19:58 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:19:59 +0700] "GET /JSP-Servlet/products?lang=fr HTTP/1.1" 200 26979
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:00 +0700] "GET /JSP-Servlet/products?lang=en HTTP/1.1" 200 26967
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:01 +0700] "GET /JSP-Servlet/products?lang=fr HTTP/1.1" 200 26979
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:02 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:04 +0700] "GET /JSP-Servlet/products?lang=en HTTP/1.1" 200 26967
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:09 +0700] "GET /JSP-Servlet/products?action=edit&id=2 HTTP/1.1" 200 27986
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:48 +0700] "POST /JSP-Servlet/products HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:48 +0700] "GET /JSP-Servlet/products?message=update_success HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:50 +0700] "GET /JSP-Servlet/products?lang=en HTTP/1.1" 200 26991
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:50 +0700] "GET /JSP-Servlet/products?lang=fr HTTP/1.1" 200 27011
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:51 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:51 +0700] "GET /JSP-Servlet/products?lang=ja HTTP/1.1" 200 27047
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:53 +0700] "GET /JSP-Servlet/products?lang=de HTTP/1.1" 200 27083
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:54 +0700] "GET /JSP-Servlet/products?lang=en HTTP/1.1" 200 26991
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:54 +0700] "GET /JSP-Servlet/products?lang=en HTTP/1.1" 200 26991
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:55 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:56 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:56 +0700] "GET /JSP-Servlet/products?lang=ja HTTP/1.1" 200 27047
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:58 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:58 +0700] "GET /JSP-Servlet/products?lang=fr HTTP/1.1" 200 27011
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:20:59 +0700] "GET /JSP-Servlet/products?lang=de HTTP/1.1" 200 27083
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:21:00 +0700] "GET /JSP-Servlet/products?lang=en HTTP/1.1" 200 26991
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:26:20 +0700] "GET /JSP-Servlet/products? HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:26:24 +0700] "GET /JSP-Servlet/products HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:28 +0700] "GET /JSP-Servlet/products?lang=ja HTTP/1.1" 200 27047
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:31 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:31 +0700] "GET /JSP-Servlet/products?lang=fr HTTP/1.1" 200 27011
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:32 +0700] "GET /JSP-Servlet/products?lang=en HTTP/1.1" 200 26991
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:32 +0700] "GET /JSP-Servlet/products?lang=de HTTP/1.1" 200 27083
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:33 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:33 +0700] "GET /JSP-Servlet/products?lang=ja HTTP/1.1" 200 27047
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:38 +0700] "GET /JSP-Servlet/products?lang=vn HTTP/1.1" 200 26876
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:41 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:45 +0700] "GET /JSP-Servlet/products?lang=vi HTTP/1.1" 200 27024
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:41:58 +0700] "GET /JSP-Servlet/products?lang=fr HTTP/1.1" 200 27011
0:0:0:0:0:0:0:1 - - [13/Oct/2025:14:44:28 +0700] "GET /JSP-Servlet/products HTTP/1.1" 200 27024
